pdb_id,ligand,source,scenario,pose_name,pose_path,status,method,rmsd_angstrom,n_atoms_ref,n_atoms_pose,n_atoms_mapped,mapping_coverage,ref_residue,pose_residue,error
3S9T,E49,boltz_cif,diffdock_pocket,3S9T_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/3S9T_diffdock_pocket/3S9T_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,0.9028228860937277,23.0,23.0,23.0,1.0,E49|A|266,LIG1|E49|1,
3SAP,E2I,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/3SAP/complex_0/rank1.sdf,ok_low_coverage,atom_name,5.035837228180455,24.0,24.0,9.0,0.375,E2I|A|266,SDF|LIG|1,No sub-structure match found between the reference and probe mol
3SAP,E2I,diffdock_sdf,diffdock,rank1_confidence0.11|idx_1,output/diffdock_workflow/poses/3SAP/complex_0/rank1_confidence0.11.sdf,ok_low_coverage,atom_name,5.035837228180455,24.0,24.0,9.0,0.375,E2I|A|266,SDF|LIG|1,No sub-structure match found between the reference and probe mol
3SAP,E2I,diffdock_sdf,diffdock,rank2_confidence0.09|idx_2,output/diffdock_workflow/poses/3SAP/complex_0/rank2_confidence0.09.sdf,ok_low_coverage,atom_name,5.118510104729257,24.0,24.0,9.0,0.375,E2I|A|266,SDF|LIG|1,No sub-structure match found between the reference and probe mol
3SAP,E2I,diffdock_sdf,diffdock,rank3_confidence0.04|idx_3,output/diffdock_workflow/poses/3SAP/complex_0/rank3_confidence0.04.sdf,ok_low_coverage,atom_name,5.672600077478833,24.0,24.0,9.0,0.375,E2I|A|266,SDF|LIG|1,No sub-structure match found between the reference and probe mol
3SAP,E2I,diffdock_sdf,diffdock,rank4_confidence0.03|idx_4,output/diffdock_workflow/poses/3SAP/complex_0/rank4_confidence0.03.sdf,ok_low_coverage,atom_name,5.66633856914468,24.0,24.0,9.0,0.375,E2I|A|266,SDF|LIG|1,No sub-structure match found between the reference and probe mol
3SAP,E2I,diffdock_complex_pdb,diffdock,3SAP_diffdock_complex,output/diffdock_workflow/complexes/3SAP_diffdock_complex.pdb,ok,rdkit_best_rms,1.4129421480307789,24.0,24.0,24.0,1.0,E2I|A|266,UNL|L|1,
3SAP,E2I,boltz_cif,crystal_pocket,3SAP_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/3SAP_crystal_pocket/3SAP_crystal_pocket_model_0.cif,ok,rdkit_best_rms,0.7910832039350288,24.0,24.0,24.0,1.0,E2I|A|266,LIG1|E2I|1,
3SAP,E2I,boltz_cif,default,3SAP_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/3SAP_default/3SAP_default_model_0.cif,ok,rdkit_best_rms,0.7498529940354098,24.0,24.0,24.0,1.0,E2I|A|266,LIG1|E2I|1,
3SAP,E2I,boltz_cif,diffdock_pocket,3SAP_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/3SAP_diffdock_pocket/3SAP_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,0.6976676254165103,24.0,24.0,24.0,1.0,E2I|A|266,LIG1|E2I|1,
3SAX,E50,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/3SAX/complex_0/rank1.sdf,ok_low_coverage,atom_name,2.4225038197683064,23.0,23.0,13.0,0.5652173913043478,E50|A|263,SDF|LIG|1,No sub-structure match found between the reference and probe mol
3SAX,E50,diffdock_sdf,diffdock,rank1_confidence-0.24|idx_1,output/diffdock_workflow/poses/3SAX/complex_0/rank1_confidence-0.24.sdf,ok_low_coverage,atom_name,2.4225038197683064,23.0,23.0,13.0,0.5652173913043478,E50|A|263,SDF|LIG|1,No sub-structure match found between the reference and probe mol
3SAX,E50,diffdock_sdf,diffdock,rank2_confidence-0.41|idx_2,output/diffdock_workflow/poses/3SAX/complex_0/rank2_confidence-0.41.sdf,ok_low_coverage,atom_name,2.487085242348049,23.0,23.0,13.0,0.5652173913043478,E50|A|263,SDF|LIG|1,No sub-structure match found between the reference and probe mol
3SAX,E50,diffdock_sdf,diffdock,rank3_confidence-0.44|idx_3,output/diffdock_workflow/poses/3SAX/complex_0/rank3_confidence-0.44.sdf,ok_low_coverage,atom_name,2.489893144158575,23.0,23.0,13.0,0.5652173913043478,E50|A|263,SDF|LIG|1,No sub-structure match found between the reference and probe mol
3SAX,E50,diffdock_sdf,diffdock,rank4_confidence-0.45|idx_4,output/diffdock_workflow/poses/3SAX/complex_0/rank4_confidence-0.45.sdf,ok_low_coverage,atom_name,2.51587453061318,23.0,23.0,13.0,0.5652173913043478,E50|A|263,SDF|LIG|1,No sub-structure match found between the reference and probe mol
3SAX,E50,diffdock_complex_pdb,diffdock,3SAX_diffdock_complex,output/diffdock_workflow/complexes/3SAX_diffdock_complex.pdb,ok,rdkit_best_rms,0.3357820071005694,23.0,23.0,23.0,1.0,E50|A|263,UNL|L|1,
3SAX,E50,boltz_cif,crystal_pocket,3SAX_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/3SAX_crystal_pocket/3SAX_crystal_pocket_model_0.cif,ok,rdkit_best_rms,0.678656929967925,23.0,23.0,23.0,1.0,E50|A|263,LIG1|E50|1,
3SAX,E50,boltz_cif,default,3SAX_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/3SAX_default/3SAX_default_model_0.cif,ok,rdkit_best_rms,0.5894386603820368,23.0,23.0,23.0,1.0,E50|A|263,LIG1|E50|1,
3SAX,E50,boltz_cif,diffdock_pocket,3SAX_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/3SAX_diffdock_pocket/3SAX_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,0.6491658802805863,23.0,23.0,23.0,1.0,E50|A|263,LIG1|E50|1,
3SBH,E65,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/3SBH/complex_0/rank1.sdf,ok_low_coverage,atom_name,3.1394498819845387,22.0,22.0,11.0,0.5,E65|A|266,SDF|LIG|1,No sub-structure match found between the reference and probe mol
3SBH,E65,diffdock_sdf,diffdock,rank1_confidence0.07|idx_1,output/diffdock_workflow/poses/3SBH/complex_0/rank1_confidence0.07.sdf,ok_low_coverage,atom_name,3.1394498819845387,22.0,22.0,11.0,0.5,E65|A|266,SDF|LIG|1,No sub-structure match found between the reference and probe mol
3SBH,E65,diffdock_sdf,diffdock,rank2_confidence0.04|idx_2,output/diffdock_workflow/poses/3SBH/complex_0/rank2_confidence0.04.sdf,ok_low_coverage,atom_name,3.1189523125583873,22.0,22.0,11.0,0.5,E65|A|266,SDF|LIG|1,No sub-structure match found between the reference and probe mol
3SBH,E65,diffdock_sdf,diffdock,rank3_confidence0.03|idx_3,output/diffdock_workflow/poses/3SBH/complex_0/rank3_confidence0.03.sdf,ok_low_coverage,atom_name,3.1374346983032306,22.0,22.0,11.0,0.5,E65|A|266,SDF|LIG|1,No sub-structure match found between the reference and probe mol
3SBH,E65,diffdock_sdf,diffdock,rank4_confidence-0.01|idx_4,output/diffdock_workflow/poses/3SBH/complex_0/rank4_confidence-0.01.sdf,ok_low_coverage,atom_name,3.1456873646654047,22.0,22.0,11.0,0.5,E65|A|266,SDF|LIG|1,No sub-structure match found between the reference and probe mol
3SBH,E65,diffdock_complex_pdb,diffdock,3SBH_diffdock_complex,output/diffdock_workflow/complexes/3SBH_diffdock_complex.pdb,ok,rdkit_best_rms,0.22772191392751906,22.0,22.0,22.0,1.0,E65|A|266,UNL|L|1,
3SBH,E65,boltz_cif,crystal_pocket,3SBH_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/3SBH_crystal_pocket/3SBH_crystal_pocket_model_0.cif,ok,rdkit_best_rms,0.5909755698492059,22.0,22.0,22.0,1.0,E65|A|266,LIG1|E65|1,
3SBH,E65,boltz_cif,default,3SBH_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/3SBH_default/3SBH_default_model_0.cif,ok,rdkit_best_rms,0.6976525953743679,22.0,22.0,22.0,1.0,E65|A|266,LIG1|E65|1,
3SBH,E65,boltz_cif,diffdock_pocket,3SBH_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/3SBH_diffdock_pocket/3SBH_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,0.646376587908471,22.0,22.0,22.0,1.0,E65|A|266,LIG1|E65|1,
3SBI,E90,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/3SBI/complex_0/rank1.sdf,ok,atom_name,1.1792139093583704,20.0,20.0,18.0,0.9,E90|A|266,SDF|LIG|1,No sub-structure match found between the reference and probe mol
3SBI,E90,diffdock_sdf,diffdock,rank1_confidence0.66|idx_1,output/diffdock_workflow/poses/3SBI/complex_0/rank1_confidence0.66.sdf,ok,atom_name,1.1792139093583704,20.0,20.0,18.0,0.9,E90|A|266,SDF|LIG|1,No sub-structure match found between the reference and probe mol
3SBI,E90,diffdock_sdf,diffdock,rank2_confidence0.63|idx_2,output/diffdock_workflow/poses/3SBI/complex_0/rank2_confidence0.63.sdf,ok,atom_name,1.4241066229272896,20.0,20.0,18.0,0.9,E90|A|266,SDF|LIG|1,No sub-structure match found between the reference and probe mol
3SBI,E90,diffdock_sdf,diffdock,rank3_confidence0.60|idx_3,output/diffdock_workflow/poses/3SBI/complex_0/rank3_confidence0.60.sdf,ok,atom_name,1.6171043764865884,20.0,20.0,18.0,0.9,E90|A|266,SDF|LIG|1,No sub-structure match found between the reference and probe mol
3SBI,E90,diffdock_sdf,diffdock,rank4_confidence0.58|idx_4,output/diffdock_workflow/poses/3SBI/complex_0/rank4_confidence0.58.sdf,ok,atom_name,1.393534795033912,20.0,20.0,18.0,0.9,E90|A|266,SDF|LIG|1,No sub-structure match found between the reference and probe mol
3SBI,E90,diffdock_complex_pdb,diffdock,3SBI_diffdock_complex,output/diffdock_workflow/complexes/3SBI_diffdock_complex.pdb,ok,rdkit_best_rms,0.22904328309422067,20.0,20.0,20.0,1.0,E90|A|266,UNL|L|1,
3SBI,E90,boltz_cif,crystal_pocket,3SBI_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/3SBI_crystal_pocket/3SBI_crystal_pocket_model_0.cif,ok,rdkit_best_rms,0.2532336610160147,20.0,20.0,20.0,1.0,E90|A|266,LIG1|E90|1,
3SBI,E90,boltz_cif,default,3SBI_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/3SBI_default/3SBI_default_model_0.cif,ok,rdkit_best_rms,0.36287648504207376,20.0,20.0,20.0,1.0,E90|A|266,LIG1|E90|1,
3SBI,E90,boltz_cif,diffdock_pocket,3SBI_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/3SBI_diffdock_pocket/3SBI_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,0.10549960029042146,20.0,20.0,20.0,1.0,E90|A|266,LIG1|E90|1,
3V5G,0F3,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/3V5G/complex_0/rank1.sdf,ok_low_coverage,atom_name,0.23140221830119706,15.0,15.0,6.0,0.4,0F3|A|800,SDF|LIG|1,No sub-structure match found between the reference and probe mol
3V5G,0F3,diffdock_sdf,diffdock,rank1_confidence0.42|idx_1,output/diffdock_workflow/poses/3V5G/complex_0/rank1_confidence0.42.sdf,ok_low_coverage,atom_name,0.23140221830119706,15.0,15.0,6.0,0.4,0F3|A|800,SDF|LIG|1,No sub-structure match found between the reference and probe mol
3V5G,0F3,diffdock_sdf,diffdock,rank2_confidence0.39|idx_2,output/diffdock_workflow/poses/3V5G/complex_0/rank2_confidence0.39.sdf,ok_low_coverage,atom_name,0.1229620230800671,15.0,15.0,6.0,0.4,0F3|A|800,SDF|LIG|1,No sub-structure match found between the reference and probe mol
3V5G,0F3,diffdock_sdf,diffdock,rank3_confidence0.38|idx_3,output/diffdock_workflow/poses/3V5G/complex_0/rank3_confidence0.38.sdf,ok_low_coverage,atom_name,0.1345426816169297,15.0,15.0,6.0,0.4,0F3|A|800,SDF|LIG|1,No sub-structure match found between the reference and probe mol
3V5G,0F3,diffdock_sdf,diffdock,rank4_confidence0.37|idx_4,output/diffdock_workflow/poses/3V5G/complex_0/rank4_confidence0.37.sdf,ok_low_coverage,atom_name,0.14174786686674248,15.0,15.0,6.0,0.4,0F3|A|800,SDF|LIG|1,No sub-structure match found between the reference and probe mol
3V5G,0F3,diffdock_complex_pdb,diffdock,3V5G_diffdock_complex,output/diffdock_workflow/complexes/3V5G_diffdock_complex.pdb,ok,rdkit_best_rms,0.14886008303671663,15.0,15.0,15.0,1.0,0F3|A|800,UNL|L|1,
3V5G,0F3,boltz_cif,crystal_pocket,3V5G_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/3V5G_crystal_pocket/3V5G_crystal_pocket_model_0.cif,ok,rdkit_best_rms,0.9822325036261312,15.0,15.0,15.0,1.0,0F3|A|800,LIG1|0F3|1,
3V5G,0F3,boltz_cif,default,3V5G_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/3V5G_default/3V5G_default_model_0.cif,ok,rdkit_best_rms,1.178212832247146,15.0,15.0,15.0,1.0,0F3|A|800,LIG1|0F3|1,
3V5G,0F3,boltz_cif,diffdock_pocket,3V5G_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/3V5G_diffdock_pocket/3V5G_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,1.0747016754296457,15.0,15.0,15.0,1.0,0F3|A|800,LIG1|0F3|1,
4CQ0,SXS,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/4CQ0/complex_0/rank1.sdf,ok_low_coverage,atom_name,2.831365666788313,13.0,13.0,5.0,0.38461538461538464,SXS|A|1264,SDF|LIG|1,No sub-structure match found between the reference and probe mol
4CQ0,SXS,diffdock_sdf,diffdock,rank1_confidence1.15|idx_1,output/diffdock_workflow/poses/4CQ0/complex_0/rank1_confidence1.15.sdf,ok_low_coverage,atom_name,2.831365666788313,13.0,13.0,5.0,0.38461538461538464,SXS|A|1264,SDF|LIG|1,No sub-structure match found between the reference and probe mol
4CQ0,SXS,diffdock_sdf,diffdock,rank2_confidence1.13|idx_2,output/diffdock_workflow/poses/4CQ0/complex_0/rank2_confidence1.13.sdf,ok_low_coverage,atom_name,2.840475442103189,13.0,13.0,5.0,0.38461538461538464,SXS|A|1264,SDF|LIG|1,No sub-structure match found between the reference and probe mol
4CQ0,SXS,diffdock_sdf,diffdock,rank3_confidence1.13|idx_3,output/diffdock_workflow/poses/4CQ0/complex_0/rank3_confidence1.13.sdf,ok_low_coverage,atom_name,2.8405947474494404,13.0,13.0,5.0,0.38461538461538464,SXS|A|1264,SDF|LIG|1,No sub-structure match found between the reference and probe mol
4CQ0,SXS,diffdock_sdf,diffdock,rank4_confidence1.13|idx_4,output/diffdock_workflow/poses/4CQ0/complex_0/rank4_confidence1.13.sdf,ok_low_coverage,atom_name,2.8362957621401836,13.0,13.0,5.0,0.38461538461538464,SXS|A|1264,SDF|LIG|1,No sub-structure match found between the reference and probe mol
4CQ0,SXS,diffdock_complex_pdb,diffdock,4CQ0_diffdock_complex,output/diffdock_workflow/complexes/4CQ0_diffdock_complex.pdb,ok,rdkit_best_rms,0.1626285417192828,13.0,13.0,13.0,1.0,SXS|A|1264,UNL|L|1,
4CQ0,SXS,boltz_cif,crystal_pocket,4CQ0_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/4CQ0_crystal_pocket/4CQ0_crystal_pocket_model_0.cif,ok,rdkit_best_rms,0.12956279620296213,13.0,13.0,13.0,1.0,SXS|A|1264,LIG1|SXS|1,
4CQ0,SXS,boltz_cif,default,4CQ0_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/4CQ0_default/4CQ0_default_model_0.cif,ok,rdkit_best_rms,0.12830564392008428,13.0,13.0,13.0,1.0,SXS|A|1264,LIG1|SXS|1,
4CQ0,SXS,boltz_cif,diffdock_pocket,4CQ0_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/4CQ0_diffdock_pocket/4CQ0_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,0.12787231033726063,13.0,13.0,13.0,1.0,SXS|A|1264,LIG1|SXS|1,
4DZ7,D02,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/4DZ7/complex_0/rank1.sdf,ok,element_sorted_fallback,0.6960869320030859,23.0,23.0,23.0,1.0,D02|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
4DZ7,D02,diffdock_sdf,diffdock,rank1_confidence0.04|idx_1,output/diffdock_workflow/poses/4DZ7/complex_0/rank1_confidence0.04.sdf,ok,element_sorted_fallback,0.6960869320030859,23.0,23.0,23.0,1.0,D02|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
4DZ7,D02,diffdock_sdf,diffdock,rank2_confidence-0.01|idx_2,output/diffdock_workflow/poses/4DZ7/complex_0/rank2_confidence-0.01.sdf,ok,element_sorted_fallback,1.6941937709111266,23.0,23.0,23.0,1.0,D02|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
4DZ7,D02,diffdock_sdf,diffdock,rank3_confidence-0.03|idx_3,output/diffdock_workflow/poses/4DZ7/complex_0/rank3_confidence-0.03.sdf,ok,element_sorted_fallback,0.8701676839284166,23.0,23.0,23.0,1.0,D02|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
4DZ7,D02,diffdock_sdf,diffdock,rank4_confidence-0.06|idx_4,output/diffdock_workflow/poses/4DZ7/complex_0/rank4_confidence-0.06.sdf,ok,element_sorted_fallback,0.578958233360219,23.0,23.0,23.0,1.0,D02|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
4DZ7,D02,diffdock_complex_pdb,diffdock,4DZ7_diffdock_complex,output/diffdock_workflow/complexes/4DZ7_diffdock_complex.pdb,ok,rdkit_best_rms,0.25966061001148916,23.0,23.0,23.0,1.0,D02|A|303,UNL|L|1,
4DZ7,D02,boltz_cif,crystal_pocket,4DZ7_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/4DZ7_crystal_pocket/4DZ7_crystal_pocket_model_0.cif,ok,rdkit_best_rms,0.49996122536751436,23.0,23.0,23.0,1.0,D02|A|303,LIG1|D02|1,
4DZ7,D02,boltz_cif,default,4DZ7_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/4DZ7_default/4DZ7_default_model_0.cif,ok,rdkit_best_rms,0.16728156642368167,23.0,23.0,23.0,1.0,D02|A|303,LIG1|D02|1,
4DZ7,D02,boltz_cif,diffdock_pocket,4DZ7_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/4DZ7_diffdock_pocket/4DZ7_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,1.1624474939573344,23.0,23.0,23.0,1.0,D02|A|303,LIG1|D02|1,
4E3D,GTQ,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/4E3D/complex_0/rank1.sdf,ok,element_sorted_fallback,0.3615535956951382,11.0,11.0,11.0,1.0,GTQ|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
4E3D,GTQ,diffdock_sdf,diffdock,rank1_confidence-0.05|idx_1,output/diffdock_workflow/poses/4E3D/complex_0/rank1_confidence-0.05.sdf,ok,element_sorted_fallback,0.3615535956951382,11.0,11.0,11.0,1.0,GTQ|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
4E3D,GTQ,diffdock_sdf,diffdock,rank2_confidence-0.07|idx_2,output/diffdock_workflow/poses/4E3D/complex_0/rank2_confidence-0.07.sdf,ok,element_sorted_fallback,0.2791843367998666,11.0,11.0,11.0,1.0,GTQ|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
4E3D,GTQ,diffdock_sdf,diffdock,rank3_confidence-0.08|idx_3,output/diffdock_workflow/poses/4E3D/complex_0/rank3_confidence-0.08.sdf,ok,element_sorted_fallback,0.2605960858154181,11.0,11.0,11.0,1.0,GTQ|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
4E3D,GTQ,diffdock_sdf,diffdock,rank4_confidence-0.09|idx_4,output/diffdock_workflow/poses/4E3D/complex_0/rank4_confidence-0.09.sdf,ok,element_sorted_fallback,0.23114155825435134,11.0,11.0,11.0,1.0,GTQ|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
4E3D,GTQ,diffdock_complex_pdb,diffdock,4E3D_diffdock_complex,output/diffdock_workflow/complexes/4E3D_diffdock_complex.pdb,ok,rdkit_best_rms,0.08189027523913088,11.0,11.0,11.0,1.0,GTQ|A|303,UNL|L|1,
4E3D,GTQ,boltz_cif,crystal_pocket,4E3D_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/4E3D_crystal_pocket/4E3D_crystal_pocket_model_0.cif,ok,rdkit_best_rms,0.15621869646945183,11.0,11.0,11.0,1.0,GTQ|A|303,LIG1|GTQ|1,
4E3D,GTQ,boltz_cif,default,4E3D_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/4E3D_default/4E3D_default_model_0.cif,ok,rdkit_best_rms,0.08901396558516032,11.0,11.0,11.0,1.0,GTQ|A|303,LIG1|GTQ|1,
4E3D,GTQ,boltz_cif,diffdock_pocket,4E3D_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/4E3D_diffdock_pocket/4E3D_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,0.13534690040937972,11.0,11.0,11.0,1.0,GTQ|A|303,LIG1|GTQ|1,
4E3F,GRE,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/4E3F/complex_0/rank1.sdf,ok_low_coverage,atom_name,0.03490455843238283,11.0,11.0,6.0,0.5454545454545454,GRE|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
4E3F,GRE,diffdock_sdf,diffdock,rank1_confidence-0.10|idx_1,output/diffdock_workflow/poses/4E3F/complex_0/rank1_confidence-0.10.sdf,ok_low_coverage,atom_name,0.03490455843238283,11.0,11.0,6.0,0.5454545454545454,GRE|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
4E3F,GRE,diffdock_sdf,diffdock,rank2_confidence-0.15|idx_2,output/diffdock_workflow/poses/4E3F/complex_0/rank2_confidence-0.15.sdf,ok_low_coverage,atom_name,0.03113523032826792,11.0,11.0,6.0,0.5454545454545454,GRE|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
4E3F,GRE,diffdock_sdf,diffdock,rank3_confidence-0.16|idx_3,output/diffdock_workflow/poses/4E3F/complex_0/rank3_confidence-0.16.sdf,ok_low_coverage,atom_name,0.0317668252747319,11.0,11.0,6.0,0.5454545454545454,GRE|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
4E3F,GRE,diffdock_sdf,diffdock,rank4_confidence-0.20|idx_4,output/diffdock_workflow/poses/4E3F/complex_0/rank4_confidence-0.20.sdf,ok_low_coverage,atom_name,0.032587631311256596,11.0,11.0,6.0,0.5454545454545454,GRE|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
4E3F,GRE,diffdock_complex_pdb,diffdock,4E3F_diffdock_complex,output/diffdock_workflow/complexes/4E3F_diffdock_complex.pdb,ok,rdkit_best_rms,0.08870443480505093,11.0,11.0,11.0,1.0,GRE|A|303,UNL|L|1,
4E3F,GRE,boltz_cif,crystal_pocket,4E3F_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/4E3F_crystal_pocket/4E3F_crystal_pocket_model_0.cif,ok,rdkit_best_rms,0.10064413083380487,11.0,11.0,11.0,1.0,GRE|A|303,LIG1|GRE|1,
4E3F,GRE,boltz_cif,default,4E3F_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/4E3F_default/4E3F_default_model_0.cif,ok,rdkit_best_rms,0.050805721112487316,11.0,11.0,11.0,1.0,GRE|A|303,LIG1|GRE|1,
4E3F,GRE,boltz_cif,diffdock_pocket,4E3F_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/4E3F_diffdock_pocket/4E3F_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,0.09021720894615708,11.0,11.0,11.0,1.0,GRE|A|303,LIG1|GRE|1,
4E3G,SO4,reference,reference,,output/clean_pdb/4E3G_clean.pdb,reference_parse_failed,,,,,,,,,No ligand-like residues found.
4E3H,HQE,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/4E3H/complex_0/rank1.sdf,ok,atom_name,0.07827758301270461,16.0,8.0,6.0,0.75,HQE|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
4E3H,HQE,diffdock_sdf,diffdock,rank1_confidence0.02|idx_1,output/diffdock_workflow/poses/4E3H/complex_0/rank1_confidence0.02.sdf,ok,atom_name,0.07827758301270461,16.0,8.0,6.0,0.75,HQE|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
4E3H,HQE,diffdock_sdf,diffdock,rank2_confidence0.01|idx_2,output/diffdock_workflow/poses/4E3H/complex_0/rank2_confidence0.01.sdf,ok,atom_name,0.13140844211966732,16.0,8.0,6.0,0.75,HQE|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
4E3H,HQE,diffdock_sdf,diffdock,rank3_confidence-0.02|idx_3,output/diffdock_workflow/poses/4E3H/complex_0/rank3_confidence-0.02.sdf,ok,atom_name,0.08425355145746578,16.0,8.0,6.0,0.75,HQE|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
4E3H,HQE,diffdock_sdf,diffdock,rank4_confidence-0.04|idx_4,output/diffdock_workflow/poses/4E3H/complex_0/rank4_confidence-0.04.sdf,ok,atom_name,0.8650098120849692,16.0,8.0,6.0,0.75,HQE|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
4E3H,HQE,diffdock_complex_pdb,diffdock,4E3H_diffdock_complex,output/diffdock_workflow/complexes/4E3H_diffdock_complex.pdb,ok,rdkit_best_rms,0.045901467139722645,16.0,8.0,8.0,1.0,HQE|A|303,UNL|L|1,
4E3H,HQE,boltz_cif,crystal_pocket,4E3H_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/4E3H_crystal_pocket/4E3H_crystal_pocket_model_0.cif,ok,rdkit_best_rms,0.04410262390355069,16.0,8.0,8.0,1.0,HQE|A|303,LIG1|HQE|1,
4E3H,HQE,boltz_cif,default,4E3H_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/4E3H_default/4E3H_default_model_0.cif,ok,rdkit_best_rms,0.04806437039440968,16.0,8.0,8.0,1.0,HQE|A|303,LIG1|HQE|1,
4E3H,HQE,boltz_cif,diffdock_pocket,4E3H_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/4E3H_diffdock_pocket/4E3H_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,0.04328675688454675,16.0,8.0,8.0,1.0,HQE|A|303,LIG1|HQE|1,
4E49,SO4,reference,reference,,output/clean_pdb/4E49_clean.pdb,reference_parse_failed,,,,,,,,,No ligand-like residues found.
4E4A,SO4,reference,reference,,output/clean_pdb/4E4A_clean.pdb,reference_parse_failed,,,,,,,,,No ligand-like residues found.
4E5Q,0NM,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/4E5Q/complex_0/rank1.sdf,ok,element_sorted_fallback,0.1616173380905815,3.0,3.0,3.0,1.0,0NM|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
