pdb_id,ligand,source,scenario,pose_name,pose_path,status,method,rmsd_angstrom,n_atoms_ref,n_atoms_pose,n_atoms_mapped,mapping_coverage,ref_residue,pose_residue,error
6WQ8,U77,boltz_cif,default,6WQ8_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6WQ8_default/6WQ8_default_model_0.cif,ok,rdkit_best_rms,1.0983693470766311,36.0,36.0,36.0,1.0,U77|A|303,LIG1|U77|1,
6WQ8,U77,boltz_cif,diffdock_pocket,6WQ8_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6WQ8_diffdock_pocket/6WQ8_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,1.0620748111052492,36.0,36.0,36.0,1.0,U77|A|303,LIG1|U77|1,
6WQ9,U7J,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/6WQ9/complex_0/rank1.sdf,ok_low_coverage,atom_name,7.3255919581220885,41.0,41.0,16.0,0.3902439024390244,U7J|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6WQ9,U7J,diffdock_sdf,diffdock,rank1_confidence-1.56|idx_1,output/diffdock_workflow/poses/6WQ9/complex_0/rank1_confidence-1.56.sdf,ok_low_coverage,atom_name,7.3255919581220885,41.0,41.0,16.0,0.3902439024390244,U7J|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6WQ9,U7J,diffdock_sdf,diffdock,rank2_confidence-1.85|idx_2,output/diffdock_workflow/poses/6WQ9/complex_0/rank2_confidence-1.85.sdf,ok_low_coverage,atom_name,7.159555185023534,41.0,41.0,16.0,0.3902439024390244,U7J|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6WQ9,U7J,diffdock_sdf,diffdock,rank3_confidence-2.10|idx_3,output/diffdock_workflow/poses/6WQ9/complex_0/rank3_confidence-2.10.sdf,ok_low_coverage,atom_name,6.039860853736447,41.0,41.0,16.0,0.3902439024390244,U7J|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6WQ9,U7J,diffdock_sdf,diffdock,rank4_confidence-2.10|idx_4,output/diffdock_workflow/poses/6WQ9/complex_0/rank4_confidence-2.10.sdf,ok_low_coverage,atom_name,4.926770181768103,41.0,41.0,16.0,0.3902439024390244,U7J|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6WQ9,U7J,diffdock_complex_pdb,diffdock,6WQ9_diffdock_complex,output/diffdock_workflow/complexes/6WQ9_diffdock_complex.pdb,ok,rdkit_best_rms,3.073031833643445,41.0,41.0,41.0,1.0,U7J|A|303,UNL|L|1,
6WQ9,U7J,boltz_cif,crystal_pocket,6WQ9_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6WQ9_crystal_pocket/6WQ9_crystal_pocket_model_0.cif,ok,rdkit_best_rms,1.2098116232427678,41.0,41.0,41.0,1.0,U7J|A|303,LIG1|U7J|1,
6WQ9,U7J,boltz_cif,default,6WQ9_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6WQ9_default/6WQ9_default_model_0.cif,ok,rdkit_best_rms,1.2801284917259887,41.0,41.0,41.0,1.0,U7J|A|303,LIG1|U7J|1,
6WQ9,U7J,boltz_cif,diffdock_pocket,6WQ9_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6WQ9_diffdock_pocket/6WQ9_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,1.2393626545125247,41.0,41.0,41.0,1.0,U7J|A|303,LIG1|U7J|1,
6XXT,O42,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/6XXT/complex_0/rank1.sdf,failed,,,52.0,,,,O42|X|302,,No reliable mapping: atom names differ and atom count differs.
6XXT,O42,diffdock_sdf,diffdock,rank1_confidence0.21|idx_1,output/diffdock_workflow/poses/6XXT/complex_0/rank1_confidence0.21.sdf,failed,,,52.0,,,,O42|X|302,,No reliable mapping: atom names differ and atom count differs.
6XXT,O42,diffdock_sdf,diffdock,rank2_confidence0.19|idx_2,output/diffdock_workflow/poses/6XXT/complex_0/rank2_confidence0.19.sdf,failed,,,52.0,,,,O42|X|302,,No reliable mapping: atom names differ and atom count differs.
6XXT,O42,diffdock_sdf,diffdock,rank3_confidence0.12|idx_3,output/diffdock_workflow/poses/6XXT/complex_0/rank3_confidence0.12.sdf,failed,,,52.0,,,,O42|X|302,,No reliable mapping: atom names differ and atom count differs.
6XXT,O42,diffdock_sdf,diffdock,rank4_confidence0.09|idx_4,output/diffdock_workflow/poses/6XXT/complex_0/rank4_confidence0.09.sdf,failed,,,52.0,,,,O42|X|302,,No reliable mapping: atom names differ and atom count differs.
6XXT,O42,diffdock_complex_pdb,diffdock,6XXT_diffdock_complex,output/diffdock_workflow/complexes/6XXT_diffdock_complex.pdb,ok,rdkit_best_rms,1.6634059587816998,52.0,26.0,26.0,1.0,O42|X|302,UNL|L|1,
6XXT,O42,boltz_cif,default,6XXT_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6XXT_default/6XXT_default_model_0.cif,ok,rdkit_best_rms,1.5767530382497623,52.0,26.0,26.0,1.0,O42|X|302,LIG1|O42|1,
6YPW,P75,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/6YPW/complex_0/rank1.sdf,ok_low_coverage,atom_name,6.490650939636589,33.0,33.0,13.0,0.3939393939393939,P75|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6YPW,P75,diffdock_sdf,diffdock,rank1_confidence-0.47|idx_1,output/diffdock_workflow/poses/6YPW/complex_0/rank1_confidence-0.47.sdf,ok_low_coverage,atom_name,6.490650939636589,33.0,33.0,13.0,0.3939393939393939,P75|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6YPW,P75,diffdock_sdf,diffdock,rank2_confidence-1.00|idx_2,output/diffdock_workflow/poses/6YPW/complex_0/rank2_confidence-1.00.sdf,ok_low_coverage,atom_name,6.539267648973643,33.0,33.0,13.0,0.3939393939393939,P75|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6YPW,P75,diffdock_sdf,diffdock,rank3_confidence-1.10|idx_3,output/diffdock_workflow/poses/6YPW/complex_0/rank3_confidence-1.10.sdf,ok_low_coverage,atom_name,6.3769174703425495,33.0,33.0,13.0,0.3939393939393939,P75|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6YPW,P75,diffdock_sdf,diffdock,rank4_confidence-1.16|idx_4,output/diffdock_workflow/poses/6YPW/complex_0/rank4_confidence-1.16.sdf,ok_low_coverage,atom_name,6.631712906293269,33.0,33.0,13.0,0.3939393939393939,P75|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6YPW,P75,diffdock_complex_pdb,diffdock,6YPW_diffdock_complex,output/diffdock_workflow/complexes/6YPW_diffdock_complex.pdb,ok,rdkit_best_rms,2.035098741927546,33.0,33.0,33.0,1.0,P75|A|302,UNL|L|1,
6YPW,P75,boltz_cif,crystal_pocket,6YPW_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6YPW_crystal_pocket/6YPW_crystal_pocket_model_0.cif,ok,rdkit_best_rms,2.531338389181092,33.0,33.0,33.0,1.0,P75|A|302,LIG1|P75|1,
6YPW,P75,boltz_cif,default,6YPW_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6YPW_default/6YPW_default_model_0.cif,ok,rdkit_best_rms,2.6994599638870307,33.0,33.0,33.0,1.0,P75|A|302,LIG1|P75|1,
6YPW,P75,boltz_cif,diffdock_pocket,6YPW_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6YPW_diffdock_pocket/6YPW_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,2.4736260470956757,33.0,33.0,33.0,1.0,P75|A|302,LIG1|P75|1,
6YRI,DHC,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/6YRI/complex_0/rank1.sdf,ok_low_coverage,atom_name,0.12235462652603885,13.0,13.0,3.0,0.23076923076923078,DHC|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6YRI,DHC,diffdock_sdf,diffdock,rank1_confidence0.14|idx_1,output/diffdock_workflow/poses/6YRI/complex_0/rank1_confidence0.14.sdf,ok_low_coverage,atom_name,0.12235462652603885,13.0,13.0,3.0,0.23076923076923078,DHC|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6YRI,DHC,diffdock_sdf,diffdock,rank2_confidence0.09|idx_2,output/diffdock_workflow/poses/6YRI/complex_0/rank2_confidence0.09.sdf,ok_low_coverage,atom_name,0.08075021582693923,13.0,13.0,3.0,0.23076923076923078,DHC|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6YRI,DHC,diffdock_sdf,diffdock,rank3_confidence-0.07|idx_3,output/diffdock_workflow/poses/6YRI/complex_0/rank3_confidence-0.07.sdf,ok_low_coverage,atom_name,0.3401062831152824,13.0,13.0,3.0,0.23076923076923078,DHC|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6YRI,DHC,diffdock_sdf,diffdock,rank4_confidence-0.14|idx_4,output/diffdock_workflow/poses/6YRI/complex_0/rank4_confidence-0.14.sdf,ok_low_coverage,atom_name,0.31492192376470085,13.0,13.0,3.0,0.23076923076923078,DHC|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6YRI,DHC,diffdock_complex_pdb,diffdock,6YRI_diffdock_complex,output/diffdock_workflow/complexes/6YRI_diffdock_complex.pdb,ok,rdkit_best_rms,0.570728593106686,13.0,13.0,13.0,1.0,DHC|A|302,UNL|L|1,
6YRI,DHC,boltz_cif,crystal_pocket,6YRI_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6YRI_crystal_pocket/6YRI_crystal_pocket_model_0.cif,ok,rdkit_best_rms,0.11705520120229242,13.0,13.0,13.0,1.0,DHC|A|302,LIG1|DHC|1,
6YRI,DHC,boltz_cif,default,6YRI_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6YRI_default/6YRI_default_model_0.cif,ok,rdkit_best_rms,0.2562147394274011,13.0,13.0,13.0,1.0,DHC|A|302,LIG1|DHC|1,
6YRI,DHC,boltz_cif,diffdock_pocket,6YRI_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6YRI_diffdock_pocket/6YRI_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,0.1791171614432049,13.0,13.0,13.0,1.0,DHC|A|302,LIG1|DHC|1,
6ZR8,QOZ,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/6ZR8/complex_0/rank1.sdf,ok,element_sorted_fallback,3.182701206197428,33.0,33.0,33.0,1.0,QOZ|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6ZR8,QOZ,diffdock_sdf,diffdock,rank1_confidence-0.50|idx_1,output/diffdock_workflow/poses/6ZR8/complex_0/rank1_confidence-0.50.sdf,ok,element_sorted_fallback,3.182701206197428,33.0,33.0,33.0,1.0,QOZ|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6ZR8,QOZ,diffdock_sdf,diffdock,rank2_confidence-0.51|idx_2,output/diffdock_workflow/poses/6ZR8/complex_0/rank2_confidence-0.51.sdf,ok,element_sorted_fallback,3.6061507428429453,33.0,33.0,33.0,1.0,QOZ|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6ZR8,QOZ,diffdock_sdf,diffdock,rank3_confidence-0.66|idx_3,output/diffdock_workflow/poses/6ZR8/complex_0/rank3_confidence-0.66.sdf,ok,element_sorted_fallback,3.5919279902230117,33.0,33.0,33.0,1.0,QOZ|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6ZR8,QOZ,diffdock_sdf,diffdock,rank4_confidence-0.68|idx_4,output/diffdock_workflow/poses/6ZR8/complex_0/rank4_confidence-0.68.sdf,ok,element_sorted_fallback,3.4159171732552585,33.0,33.0,33.0,1.0,QOZ|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6ZR8,QOZ,diffdock_complex_pdb,diffdock,6ZR8_diffdock_complex,output/diffdock_workflow/complexes/6ZR8_diffdock_complex.pdb,ok,rdkit_best_rms,1.322022254651338,33.0,33.0,33.0,1.0,QOZ|A|302,UNL|L|1,
6ZR8,QOZ,boltz_cif,crystal_pocket,6ZR8_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6ZR8_crystal_pocket/6ZR8_crystal_pocket_model_0.cif,ok,rdkit_best_rms,1.1842958006876196,33.0,33.0,33.0,1.0,QOZ|A|302,LIG1|QOZ|1,
6ZR8,QOZ,boltz_cif,default,6ZR8_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6ZR8_default/6ZR8_default_model_0.cif,ok,rdkit_best_rms,1.189041269319462,33.0,33.0,33.0,1.0,QOZ|A|302,LIG1|QOZ|1,
6ZR8,QOZ,boltz_cif,diffdock_pocket,6ZR8_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6ZR8_diffdock_pocket/6ZR8_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,1.049225008418512,33.0,33.0,33.0,1.0,QOZ|A|302,LIG1|QOZ|1,
7ASJ,RWH,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/7ASJ/complex_0/rank1.sdf,ok_low_coverage,atom_name,3.920777190304519,46.0,23.0,13.0,0.5652173913043478,RWH|A|304,SDF|LIG|1,No sub-structure match found between the reference and probe mol
7ASJ,RWH,diffdock_sdf,diffdock,rank1_confidence0.16|idx_1,output/diffdock_workflow/poses/7ASJ/complex_0/rank1_confidence0.16.sdf,ok_low_coverage,atom_name,3.920777190304519,46.0,23.0,13.0,0.5652173913043478,RWH|A|304,SDF|LIG|1,No sub-structure match found between the reference and probe mol
7ASJ,RWH,diffdock_sdf,diffdock,rank2_confidence0.02|idx_2,output/diffdock_workflow/poses/7ASJ/complex_0/rank2_confidence0.02.sdf,ok_low_coverage,atom_name,4.877056778247235,46.0,23.0,13.0,0.5652173913043478,RWH|A|304,SDF|LIG|1,No sub-structure match found between the reference and probe mol
7ASJ,RWH,diffdock_sdf,diffdock,rank3_confidence-0.01|idx_3,output/diffdock_workflow/poses/7ASJ/complex_0/rank3_confidence-0.01.sdf,ok_low_coverage,atom_name,4.125520659325414,46.0,23.0,13.0,0.5652173913043478,RWH|A|304,SDF|LIG|1,No sub-structure match found between the reference and probe mol
7ASJ,RWH,diffdock_sdf,diffdock,rank4_confidence-0.03|idx_4,output/diffdock_workflow/poses/7ASJ/complex_0/rank4_confidence-0.03.sdf,ok_low_coverage,atom_name,5.748869188346646,46.0,23.0,13.0,0.5652173913043478,RWH|A|304,SDF|LIG|1,No sub-structure match found between the reference and probe mol
7ASJ,RWH,diffdock_complex_pdb,diffdock,7ASJ_diffdock_complex,output/diffdock_workflow/complexes/7ASJ_diffdock_complex.pdb,ok,rdkit_best_rms,1.2060638342258319,46.0,23.0,23.0,1.0,RWH|A|304,UNL|L|1,
7ASJ,RWH,boltz_cif,crystal_pocket,7ASJ_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/7ASJ_crystal_pocket/7ASJ_crystal_pocket_model_0.cif,ok,rdkit_best_rms,0.6166128704621074,46.0,23.0,23.0,1.0,RWH|A|304,LIG1|RWH|1,
7ASJ,RWH,boltz_cif,default,7ASJ_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/7ASJ_default/7ASJ_default_model_0.cif,ok,rdkit_best_rms,0.7948143596828381,46.0,23.0,23.0,1.0,RWH|A|304,LIG1|RWH|1,
7ASJ,RWH,boltz_cif,diffdock_pocket,7ASJ_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/7ASJ_diffdock_pocket/7ASJ_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,0.5692819927779119,46.0,23.0,23.0,1.0,RWH|A|304,LIG1|RWH|1,
7JNR,VFG,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/7JNR/complex_0/rank1.sdf,ok,element_sorted_fallback,0.45895450164639734,14.0,14.0,14.0,1.0,VFG|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
7JNR,VFG,diffdock_sdf,diffdock,rank1_confidence0.49|idx_1,output/diffdock_workflow/poses/7JNR/complex_0/rank1_confidence0.49.sdf,ok,element_sorted_fallback,0.45895450164639734,14.0,14.0,14.0,1.0,VFG|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
7JNR,VFG,diffdock_sdf,diffdock,rank2_confidence0.46|idx_2,output/diffdock_workflow/poses/7JNR/complex_0/rank2_confidence0.46.sdf,ok,element_sorted_fallback,0.47232674027163946,14.0,14.0,14.0,1.0,VFG|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
7JNR,VFG,diffdock_sdf,diffdock,rank3_confidence0.46|idx_3,output/diffdock_workflow/poses/7JNR/complex_0/rank3_confidence0.46.sdf,ok,element_sorted_fallback,0.6551475229782647,14.0,14.0,14.0,1.0,VFG|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
7JNR,VFG,diffdock_sdf,diffdock,rank4_confidence0.44|idx_4,output/diffdock_workflow/poses/7JNR/complex_0/rank4_confidence0.44.sdf,ok,element_sorted_fallback,0.6056162302381634,14.0,14.0,14.0,1.0,VFG|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
7JNR,VFG,diffdock_complex_pdb,diffdock,7JNR_diffdock_complex,output/diffdock_workflow/complexes/7JNR_diffdock_complex.pdb,ok,rdkit_best_rms,0.2421208110704409,14.0,14.0,14.0,1.0,VFG|A|302,UNL|L|1,
7JNR,VFG,boltz_cif,crystal_pocket,7JNR_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/7JNR_crystal_pocket/7JNR_crystal_pocket_model_0.cif,ok,rdkit_best_rms,0.11956094975038932,14.0,14.0,14.0,1.0,VFG|A|302,LIG1|VFG|1,
7JNR,VFG,boltz_cif,default,7JNR_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/7JNR_default/7JNR_default_model_0.cif,ok,rdkit_best_rms,0.1273171455745676,14.0,14.0,14.0,1.0,VFG|A|302,LIG1|VFG|1,
7JNR,VFG,boltz_cif,diffdock_pocket,7JNR_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/7JNR_diffdock_pocket/7JNR_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,0.12445640815687026,14.0,14.0,14.0,1.0,VFG|A|302,LIG1|VFG|1,
7JNV,VFJ,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/7JNV/complex_0/rank1.sdf,ok,element_sorted_fallback,1.188243725142432,15.0,15.0,15.0,1.0,VFJ|A|304,SDF|LIG|1,No sub-structure match found between the reference and probe mol
7JNV,VFJ,diffdock_sdf,diffdock,rank1_confidence0.17|idx_1,output/diffdock_workflow/poses/7JNV/complex_0/rank1_confidence0.17.sdf,ok,element_sorted_fallback,1.188243725142432,15.0,15.0,15.0,1.0,VFJ|A|304,SDF|LIG|1,No sub-structure match found between the reference and probe mol
7JNV,VFJ,diffdock_sdf,diffdock,rank2_confidence0.13|idx_2,output/diffdock_workflow/poses/7JNV/complex_0/rank2_confidence0.13.sdf,ok,element_sorted_fallback,0.5236237260628384,15.0,15.0,15.0,1.0,VFJ|A|304,SDF|LIG|1,No sub-structure match found between the reference and probe mol
7JNV,VFJ,diffdock_sdf,diffdock,rank3_confidence0.12|idx_3,output/diffdock_workflow/poses/7JNV/complex_0/rank3_confidence0.12.sdf,ok,element_sorted_fallback,1.2803819599433999,15.0,15.0,15.0,1.0,VFJ|A|304,SDF|LIG|1,No sub-structure match found between the reference and probe mol
7JNV,VFJ,diffdock_sdf,diffdock,rank4_confidence0.11|idx_4,output/diffdock_workflow/poses/7JNV/complex_0/rank4_confidence0.11.sdf,ok,element_sorted_fallback,0.2975096297922234,15.0,15.0,15.0,1.0,VFJ|A|304,SDF|LIG|1,No sub-structure match found between the reference and probe mol
7JNV,VFJ,diffdock_complex_pdb,diffdock,7JNV_diffdock_complex,output/diffdock_workflow/complexes/7JNV_diffdock_complex.pdb,ok,rdkit_best_rms,0.2308614691381359,15.0,15.0,15.0,1.0,VFJ|A|304,UNL|L|1,
7JNV,VFJ,boltz_cif,crystal_pocket,7JNV_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/7JNV_crystal_pocket/7JNV_crystal_pocket_model_0.cif,ok,rdkit_best_rms,0.8134642463837187,15.0,15.0,15.0,1.0,VFJ|A|304,LIG1|VFJ|1,
7JNV,VFJ,boltz_cif,default,7JNV_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/7JNV_default/7JNV_default_model_0.cif,ok,rdkit_best_rms,0.22285018549129695,15.0,15.0,15.0,1.0,VFJ|A|304,LIG1|VFJ|1,
7JNV,VFJ,boltz_cif,diffdock_pocket,7JNV_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/7JNV_diffdock_pocket/7JNV_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,0.2848208504381226,15.0,15.0,15.0,1.0,VFJ|A|304,LIG1|VFJ|1,
7JNW,VFM,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/7JNW/complex_0/rank1.sdf,ok,element_sorted_fallback,0.4122421065379445,15.0,15.0,15.0,1.0,VFM|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
7JNW,VFM,diffdock_sdf,diffdock,rank1_confidence0.39|idx_1,output/diffdock_workflow/poses/7JNW/complex_0/rank1_confidence0.39.sdf,ok,element_sorted_fallback,0.4122421065379445,15.0,15.0,15.0,1.0,VFM|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
7JNW,VFM,diffdock_sdf,diffdock,rank2_confidence0.37|idx_2,output/diffdock_workflow/poses/7JNW/complex_0/rank2_confidence0.37.sdf,ok,element_sorted_fallback,2.442438925089701,15.0,15.0,15.0,1.0,VFM|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
7JNW,VFM,diffdock_sdf,diffdock,rank3_confidence0.37|idx_3,output/diffdock_workflow/poses/7JNW/complex_0/rank3_confidence0.37.sdf,ok,element_sorted_fallback,2.4319552483005116,15.0,15.0,15.0,1.0,VFM|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
7JNW,VFM,diffdock_sdf,diffdock,rank4_confidence0.35|idx_4,output/diffdock_workflow/poses/7JNW/complex_0/rank4_confidence0.35.sdf,ok,element_sorted_fallback,4.34274071702181,15.0,15.0,15.0,1.0,VFM|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
7JNW,VFM,diffdock_complex_pdb,diffdock,7JNW_diffdock_complex,output/diffdock_workflow/complexes/7JNW_diffdock_complex.pdb,ok,rdkit_best_rms,0.2019694939090336,15.0,15.0,15.0,1.0,VFM|A|302,UNL|L|1,
7JNW,VFM,boltz_cif,crystal_pocket,7JNW_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/7JNW_crystal_pocket/7JNW_crystal_pocket_model_0.cif,ok,rdkit_best_rms,0.0797302356585402,15.0,15.0,15.0,1.0,VFM|A|302,LIG1|VFM|1,
7JNW,VFM,boltz_cif,default,7JNW_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/7JNW_default/7JNW_default_model_0.cif,ok,rdkit_best_rms,0.07711689546746192,15.0,15.0,15.0,1.0,VFM|A|302,LIG1|VFM|1,
7JNW,VFM,boltz_cif,diffdock_pocket,7JNW_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/7JNW_diffdock_pocket/7JNW_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,0.07456710409680309,15.0,15.0,15.0,1.0,VFM|A|302,LIG1|VFM|1,
7JNX,VGS,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/7JNX/complex_0/rank1.sdf,ok_low_coverage,atom_name,1.9616859032020166,16.0,16.0,3.0,0.1875,VGS|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
7JNX,VGS,diffdock_sdf,diffdock,rank1_confidence0.16|idx_1,output/diffdock_workflow/poses/7JNX/complex_0/rank1_confidence0.16.sdf,ok_low_coverage,atom_name,1.9616859032020166,16.0,16.0,3.0,0.1875,VGS|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
7JNX,VGS,diffdock_sdf,diffdock,rank2_confidence0.14|idx_2,output/diffdock_workflow/poses/7JNX/complex_0/rank2_confidence0.14.sdf,ok_low_coverage,atom_name,2.0255056661500337,16.0,16.0,3.0,0.1875,VGS|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
7JNX,VGS,diffdock_sdf,diffdock,rank3_confidence0.10|idx_3,output/diffdock_workflow/poses/7JNX/complex_0/rank3_confidence0.10.sdf,ok_low_coverage,atom_name,1.998759019066232,16.0,16.0,3.0,0.1875,VGS|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
7JNX,VGS,diffdock_sdf,diffdock,rank4_confidence0.08|idx_4,output/diffdock_workflow/poses/7JNX/complex_0/rank4_confidence0.08.sdf,ok_low_coverage,atom_name,2.0062720803229066,16.0,16.0,3.0,0.1875,VGS|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
7JNX,VGS,diffdock_complex_pdb,diffdock,7JNX_diffdock_complex,output/diffdock_workflow/complexes/7JNX_diffdock_complex.pdb,ok,rdkit_best_rms,0.4003460635514729,16.0,16.0,16.0,1.0,VGS|A|303,UNL|L|1,
7JNX,VGS,boltz_cif,crystal_pocket,7JNX_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/7JNX_crystal_pocket/7JNX_crystal_pocket_model_0.cif,ok,rdkit_best_rms,0.4305571219867328,16.0,16.0,16.0,1.0,VGS|A|303,LIG1|VGS|1,
7JNX,VGS,boltz_cif,default,7JNX_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/7JNX_default/7JNX_default_model_0.cif,ok,rdkit_best_rms,0.4771664897702276,16.0,16.0,16.0,1.0,VGS|A|303,LIG1|VGS|1,
7JNX,VGS,boltz_cif,diffdock_pocket,7JNX_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/7JNX_diffdock_pocket/7JNX_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,0.5181661777052544,16.0,16.0,16.0,1.0,VGS|A|303,LIG1|VGS|1,
7JNZ,VGV,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/7JNZ/complex_0/rank1.sdf,ok,element_sorted_fallback,4.304105216667572,18.0,18.0,18.0,1.0,VGV|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
7JNZ,VGV,diffdock_sdf,diffdock,rank1_confidence0.48|idx_1,output/diffdock_workflow/poses/7JNZ/complex_0/rank1_confidence0.48.sdf,ok,element_sorted_fallback,4.304105216667572,18.0,18.0,18.0,1.0,VGV|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
7JNZ,VGV,diffdock_sdf,diffdock,rank2_confidence0.13|idx_2,output/diffdock_workflow/poses/7JNZ/complex_0/rank2_confidence0.13.sdf,ok,element_sorted_fallback,2.363019995649446,18.0,18.0,18.0,1.0,VGV|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
7JNZ,VGV,diffdock_sdf,diffdock,rank3_confidence0.11|idx_3,output/diffdock_workflow/poses/7JNZ/complex_0/rank3_confidence0.11.sdf,ok,element_sorted_fallback,0.7051312923154246,18.0,18.0,18.0,1.0,VGV|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
